Agency,City,State,NTD ID,Organization Type,Reporter Type,Report Year,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Mode Name,TOS,Mode VOMS,Fare Revenues per Unlinked Passenger Trip,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,Cost per Hour,Cost per Hour Questionable,Passengers per Vehicle Revenue Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78499,"Salt Lake City, UT",1178533,1063,DR,Demand Response,DO,52,1.55,,0.02,,176.26,,2,,82.76,,7.91,,313325,,16702123,,201822,,94758,,2111631,,1591587,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78499,"Salt Lake City, UT",1178533,1063,CR,Commuter Rail,DO,45,1.24,,0.06,,429.75,,22,,19.94,,0.71,,4015438,,64403715,,3230521,,149864,,90208359,,4202147,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78499,"Salt Lake City, UT",1178533,1063,VP,Vanpool,DO,425,4.16,,0.15,,145.38,,5,,28.01,,0.68,,3042346,,20499485,,731900,,141005,,30015557,,6182824,
Utah Transit Authority,Salt Lake City,UT,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78499,"Salt Lake City, UT",1178533,1063,MB,Bus,DO,300,0.95,,0.08,,155.53,,12,,12.46,,3.15,,14749237,,193226118,,15502241,,1242349,,61361801,,15613707,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1015,DR,Demand Response,PT,701,2.77,,0.04,,108.78,,2,,65.76,,8.24,,6453863,,153280652,,2330955,,1409073,,18610395,,19127203,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1015,DR,Demand Response,TX,292,2.78,,0.05,,94.50,,2,,55.90,,4.09,,879127,,17683943,,316350,,187138,,4327618,,3863007,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1015,DR,Demand Response,TN,22,1.67,,0.04,,104.05,,3,,39.17,,5.94,,1640,,38500,,983,,370,,6480,,6084,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,DR,Demand Response,DO,8,0.99,,0.03,,69.40,,2,,37.42,,6.05,,35650,,1351371,,36110,,19471,,223498,,191457,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,MB,Bus,DO,478,1.26,W,0.08,,139.43,,9,W,15.89,W,2.33,W,16415023,,206913572,,13020369,W,1483979,,88712394,W,21099865,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,DR,Demand Response,TX,30,5.52,,0.13,,108.65,,2,,43.58,,5.54,,247492,,1952625,,44806,,17972,,352517,,336505,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,VP,Vanpool,DO,267,2.30,,0.24,,53.12,,6,,9.38,,0.48,,924566,,3773663,,402360,,71035,,7797125,,2259750,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,MB,Bus,PT,26,1.26,W,0.07,,130.49,,8,W,17.12,W,3.44,W,640442,,8704179,,508393,W,66703,,2532038,W,894498,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,DR,Demand Response,PT,202,1.87,,0.04,,129.49,,3,,45.45,,7.60,,1018571,,24758490,,544702,,191194,,3259358,,3015002,
Pace - Suburban Bus Division,Arlington Heights,IL,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,1012,DR,Demand Response,TN,1,4.54,,0.09,,95.43,,2,,51.38,,7.11,,59,,668,,13,,7,,94,,94,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,CR,Commuter Rail,DO,8,0.93,W,0.03,,773.89,,27,W,28.39,W,3.00,W,917860,,28111553,,990246,W,36325,,9371440,W,691396,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,CR,Commuter Rail,PT,36,2.75,W,0.26,,307.96,,29,W,10.78,W,0.82,W,19114831,,74849191,,6945565,W,243048,,91253544,W,5624470,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,MB,Bus,DO,286,0.95,W,0.09,,255.22,,24,W,10.74,W,2.39,W,23940817,,271958921,,25317651,W,1065578,,113917294,W,14487565,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,DR,Demand Response,PT,277,3.21,,0.05,,103.44,,2,,66.81,,6.79,,2370188,,49265240,,737344,,476288,,7255288,,7921623,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,MB,Bus,PT,213,0.90,W,0.13,,101.98,,15,W,7.02,W,1.87,W,12352056,,96071644,,13689233,W,942093,,51466868,W,10877523,
Denver Regional Transportation District,Denver,CO,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,23527,"Denver--Aurora, CO",2686147,931,LR,Light Rail,DO,111,1.22,W,0.12,,256.57,,24,W,10.60,W,1.59,W,16596217,,144224453,,13604641,W,562126,,90802280,W,10061868,
MTA Long Island Rail Road,Jamaica,NY,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2022,63217,"New York--Jersey City--Newark, NY--NJ",19426449,908,CR,Commuter Rail,DO,908,5.61,,0.29,,760.24,,39,,19.63,,0.88,,457582502,,1601947259,,81613697,,2107155,,1820711614,,62918402,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,889,CR,Commuter Rail,PT,456,5.26,,0.21,,478.12,,19,,24.71,,1.11,,70029033,,329123106,,13317689,,688362,,295517658,,20794384,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,16264,"Chicago, IL--IN",8671746,889,CR,Commuter Rail,DO,433,5.41,,0.11,,800.96,,17,,47.11,,2.22,,56620426,,493424794,,10474013,,616043,,222737251,,17946231,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,DR,Demand Response,DO,95,1.71,,0.03,,96.31,,2,,60.47,,4.89,,579307,,20466842,,338489,,212515,,4184870,,3218703,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,MB,Bus,DO,498,0.48,,0.06,,134.25,,17,,7.70,,1.94,,11483837,,183371896,,23823351,,1365899,,94726243,,19127620,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,DR,Demand Response,TX,25,1.71,,0.09,,48.71,,3,,18.84,,1.75,,21540,,236838,,12568,,4862,,135178,,132018,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,DR,Demand Response,PT,128,1.40,,0.04,,54.76,,2,,31.18,,2.97,,836758,,18678301,,599088,,341063,,6295087,,5636288,
VIA Metropolitan Transit,San Antonio,TX,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78580,"San Antonio, TX",1992689,873,VP,Vanpool,PT,127,4.66,,1.20,,20.46,,5,,3.89,,0.07,,1553610,,1298365,,333422,,63447,,17367495,,3477192,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69697,"Pittsburgh, PA",1745039,823,MB,Bus,DO,561,1.49,,0.13,,234.17,,20,,11.86,,3.21,,43180175,,343248708,,28946085,,1465788,,106901837,,18748966,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69697,"Pittsburgh, PA",1745039,823,LR,Light Rail,DO,52,1.48,,0.04,,618.80,,18,,33.52,,8.10,,3250897,,73603419,,2195579,,118946,,9082214,,1487181,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69697,"Pittsburgh, PA",1745039,823,DR,Demand Response,PT,208,10.40,,0.25,,76.69,,2,,41.67,,5.44,,8795926,,35248687,,845865,,459625,,6483942,,6233332,
Port Authority of Allegheny County,Pittsburgh,PA,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,69697,"Pittsburgh, PA",1745039,823,IP,Inclined Plane,DO,2,1.18,,0.27,,248.00,,57,,4.35,,37.21,,401960,,1482572,,341003,,5978,,39848,,13970,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,3817,"Atlanta, GA",5100112,812,MB,Bus,DO,407,1.09,,0.11,,130.46,,13,,9.97,,2.09,,26841275,,246015687,,24674064,,1885800,,117461081,,23919052,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,3817,"Atlanta, GA",5100112,812,HR,Heavy Rail,DO,210,1.38,,0.16,,330.98,,39,,8.56,,1.24,,35871984,,223351192,,26079792,,674818,,180808729,,17937424,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,3817,"Atlanta, GA",5100112,812,SR,Streetcar Rail,DO,2,0.26,,0.01,,498.90,,14,,35.95,,48.60,,35541,,4966565,,138135,,9955,,102191,,52910,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,3817,"Atlanta, GA",5100112,812,DR,Demand Response,PT,193,1.32,,0.02,,110.70,,1,,85.88,,6.81,,708670,,46197704,,537962,,417328,,6778980,,5972171,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,LR,Light Rail,DO,89,0.76,,0.07,,393.73,,35,,11.25,,1.44,,13416398,,198885495,,17675954,,505134,,138105977,,9593071,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,MB,Bus,DO,453,0.76,,0.06,,172.06,,13,,13.34,,3.17,,16346620,,287350057,,21536489,,1670085,,90635002,,20519289,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,DR,Demand Response,TX,25,1.96,,0.04,,109.03,,2,,53.98,,2.99,,25663,,705554,,13070,,6471,,235637,,166609,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,CR,Commuter Rail,PT,23,2.58,,0.07,,592.00,,15,,39.47,,2.31,,2751968,,42085462,,1066362,,71090,,18184252,,1349872,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,SR,Streetcar Rail,DO,2,0.76,,0.04,,257.36,,12,,21.29,,12.88,,120016,,3365797,,158121,,13078,,261295,,91133,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,DR,Demand Response,PT,198,1.96,,0.04,,91.45,,2,,54.07,,5.23,,1588456,,43742644,,808997,,478329,,8364390,,8420618,
Dallas Area Rapid Transit,Dallas,TX,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,22042,"Dallas--Fort Worth--Arlington, TX",5732354,800,VP,Vanpool,PT,10,2.13,,0.13,,130.21,,8,,16.01,,0.60,,19009,,142974,,8929,,1098,,239200,,55517,
"California Vanpool Authority, dba: CalVans",Hanford,CA,90230,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,36703,"Hanford, CA",66638,758,VP,Vanpool,DO,758,3.51,,0.96,,38.50,,11,,3.66,,0.12,,12992764,,13558160,,3703926,,352118,,110956354,,10003280,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,LR,Light Rail,DO,94,1.03,,0.12,,270.61,,32,,8.58,,1.58,,19171210,,159463940,,18589527,,589271,,100621469,,8232882,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,MB,Bus,DO,498,0.95,,0.10,,164.30,,16,,9.98,,3.16,,28943622,,304122876,,30484694,,1851028,,96334242,,20225984,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,YR,Hybrid Rail,PT,4,0.72,,0.01,,1743.94,,20,,86.10,,10.62,,74761,,8885374,,103198,,5095,,836725,,103837,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,DR,Demand Response,TX,19,13.13,,0.21,,143.35,,2,,63.78,,5.26,,475061,,2306980,,36172,,16093,,438230,,399352,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,71317,"Portland, OR--WA",2104238,753,DR,Demand Response,PT,138,13.13,,0.17,,124.34,,2,,77.75,,9.78,,5276365,,31236840,,401752,,251217,,3193320,,3473936,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,DR,Demand Response,PT,94,2.28,,0.02,,147.77,,1,,112.44,,18.14,,420645,,20774715,,184760,,140586,,1144958,,1018545,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,MB,Bus,DO,349,0.50,W,0.07,,265.10,,35,W,7.58,W,3.76,W,27198541,,412244509,,54363946,W,1555039,,109579631,W,12259450,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,CC,Cable Car,DO,24,5.01,W,0.15,,940.60,,27,W,34.44,W,26.47,W,10801075,,74193395,,2154157,W,78879,,2802765,W,169217,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,TB,Trolleybus,DO,158,0.50,W,0.08,,270.83,,44,W,6.20,W,4.18,W,14703797,,182086368,,29389681,W,672334,,43551338,W,4062341,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,SR,Streetcar Rail,DO,12,0.50,W,0.04,,655.27,,57,W,11.49,W,7.99,W,1306337,,30010137,,2611080,W,45798,,3755042,W,224975,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,752,LR,Light Rail,DO,115,0.50,W,0.03,,392.95,,27,W,14.43,W,6.75,W,7000608,,201968211,,13992686,W,513981,,29918002,W,4295819,
"OATS, Inc.",Columbia,MO,70133,Private-Non-Profit Corporation,Rural Reporter,2022,77770,"St. Louis, MO-IL",2150706,743,DR,Demand Response,DO,743,12.41,,0.40,,56.64,,2,,30.89,,0.00,,11871796,,29543341,,956461,,521576,,0,,8460420,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,DR,Demand Response,TX,86,3.24,,0.08,,106.63,,3,,41.80,,3.92,,742284,,9578694,,229145,,89833,,2446304,,2036913,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,MB,Bus,DO,214,0.86,,0.11,,177.11,,22,,7.98,,1.94,,16704734,,154520772,,19351262,,872456,,79514578,,9886451,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,DR,Demand Response,PT,175,5.31,,0.06,,149.84,,2,,91.35,,8.52,,3220189,,55423110,,606679,,369870,,6504103,,5659286,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,MB,Bus,PT,151,0.68,,0.07,,146.10,,14,,10.09,,2.08,,5009355,,73960580,,7329314,,506250,,35585334,,6108497,
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,739,VP,Vanpool,PT,113,6.89,,0.92,,30.24,,4,,7.48,,0.20,,1634773,,1772673,,237107,,58614,,8694715,,2126233,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,CB,Commuter Bus,PT,9,2.69,,0.13,,229.97,,11,,20.77,,0.90,,212806,,1643114,,79098,,7145,,1826720,,202532,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,DR,Demand Response,PT,51,4.35,,0.06,,104.04,,1,,69.95,,5.47,,735450,,11830592,,169124,,113710,,2164448,,2085026,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,DR,Demand Response,TX,45,4.65,,0.14,,102.88,,3,,34.43,,2.58,,111856,,827756,,24042,,8046,,321266,,283487,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,MB,Bus,PT,289,1.01,,0.17,,81.00,,13,,6.02,,1.60,,14679394,,87341863,,14507531,,1078277,,54597223,,11103840,
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78661,"San Diego, CA",3070300,728,MB,Bus,DO,220,1.13,,0.15,,126.43,,16,,7.78,,1.76,,14818612,,101962826,,13097957,,806483,,57895463,,9426104,
